gender,marital_status,city,education_level,department,income_class,age,years_experience,weekly_hours,bonus_percentage,performance_score,overtime_hours,monthly_income,predicted_income,income_gap,gap_flag
Male,Single,Surabaya,SMA,HR,Low,43.0,10.0,39.5,10.2,69.0,9.8,4144,8237.816592351497,-4093.816592351497,Underpaid
Male,Married,Surabaya,SMA,HR,High,42.0,11.0,48.1,9.6,73.0,13.8,9893,10792.361376604185,-899.3613766041854,Underpaid
Male,Divorced,Jakarta,S1,Sales,High,25.0,16.0,36.5,9.9,85.1,18.1,12194,11994.80888368175,199.19111631825035,Fair
Male,Single,Bandung,SMA,Finance,Low,35.0,2.0,40.3,9.9,69.7,2.4,5377,5363.195205443009,13.8047945569906,Fair
Male,Single,Bandung,D3,IT,High,29.0,12.0,47.1,13.8,65.7,9.8,11595,11156.770163747438,438.22983625256165,Fair
Male,Single,Jakarta,S2,HR,High,25.0,13.0,41.4,9.9,76.6,9.8,11573,11167.611812664763,405.3881873352366,Fair
Female,Married,Bandung,SMA,Sales,Low,33.0,0.0,32.0,7.1,72.9,12.5,1754,3898.951939753215,-2144.951939753215,Underpaid
Male,Single,Surabaya,S2,Finance,High,33.0,14.0,42.5,6.8,70.3,6.6,12522,11572.852404502744,949.1475954972557,Overpaid
Female,Married,Surabaya,S2,Marketing,High,54.0,14.0,34.2,9.9,77.2,4.2,10929,10664.939216175926,264.06078382407395,Fair
Female,Married,Surabaya,S1,Sales,Low,38.0,8.0,47.0,10.1,63.0,21.8,9081,8082.360838249655,998.639161750345,Overpaid
Female,Married,Bandung,SMA,Finance,High,24.0,16.0,35.9,11.9,57.8,5.5,12011,11770.328932070823,240.6710679291773,Fair
Female,Married,Jakarta,D3,Marketing,High,30.0,16.0,54.8,9.9,96.4,17.6,11252,13328.966030836285,-2076.9660308362854,Underpaid
Male,Single,Jakarta,D3,Finance,High,35.0,11.0,47.3,3.9,76.0,12.0,10024,10871.354592034904,-847.3545920349043,Underpaid
Male,Single,Bandung,D3,HR,Low,52.0,8.0,40.0,6.6,76.7,20.2,6635,7543.045822274997,-908.0458222749967,Underpaid
Female,Single,Jakarta,SMA,Sales,Low,22.0,10.0,40.1,6.9,67.2,8.4,5399,8431.170078940397,-3032.1700789403967,Underpaid
Female,Married,Jakarta,S2,Marketing,Low,20.0,10.0,43.8,9.9,84.0,2.0,8889,8622.662466956132,266.33753304386846,Fair
Male,Married,Surabaya,SMA,Finance,High,50.0,13.0,43.9,8.7,69.7,10.0,11717,11186.434385403121,530.5656145968787,Overpaid
Female,Married,Bandung,S1,Marketing,Low,38.0,8.0,42.2,13.0,47.1,2.6,8508,7521.118608640754,986.8813913592458,Overpaid
Female,Single,Jakarta,SMA,Finance,Low,28.0,1.0,46.3,9.9,69.3,23.4,5564,5522.904079327278,41.09592067272206,Fair
Female,Single,Bandung,S1,Sales,High,39.0,10.0,39.4,9.1,72.2,13.1,11492,9840.701182764664,1651.2988172353362,Overpaid
Female,Married,Surabaya,S2,HR,High,14.0,11.0,38.2,9.2,73.3,9.8,9693,10098.453581495527,-405.45358149552703,Fair
Male,Divorced,Surabaya,SMA,Marketing,Low,35.0,8.0,38.3,9.9,73.0,13.9,7628,7354.53742191009,273.4625780899096,Fair
Male,Single,Jakarta,SMA,Finance,High,38.0,14.0,44.3,9.9,68.6,9.8,12378,11733.461916939854,644.5380830601462,Overpaid
Male,Married,Bandung,S1,Marketing,High,42.0,18.0,41.8,10.6,67.6,9.3,13878,12842.672126056777,1035.3278739432226,Overpaid
Male,Single,Bandung,S1,Finance,Low,27.0,4.0,41.5,12.4,72.0,10.6,6305,6270.488975692784,34.51102430721585,Fair
Female,Single,Surabaya,S1,Marketing,High,36.0,12.0,44.0,12.4,58.5,19.7,9596,10784.733534524039,-1188.733534524039,Underpaid
Male,Married,Surabaya,D3,HR,Low,28.0,3.0,29.7,9.9,55.4,4.2,4747,4720.585496629408,26.414503370591774,Fair
Male,Married,Surabaya,SMA,HR,High,37.0,12.0,41.6,9.5,76.0,9.8,10397,10667.73100821862,-270.73100821861954,Fair
Male,Single,Jakarta,S2,Sales,High,28.0,11.0,41.1,14.2,76.1,8.2,9729,10415.237771732754,-686.2377717327545,Underpaid
Female,Married,Bandung,S2,HR,High,32.0,13.0,48.3,8.7,83.8,6.6,10859,11683.21517304202,-824.2151730420192,Underpaid
Female,Married,Jakarta,D3,Marketing,Low,27.0,8.0,32.4,9.9,72.4,2.7,6581,6854.996344032226,-273.99634403222626,Fair
Female,Married,Bandung,S1,Marketing,Low,40.0,1.0,47.8,9.1,63.1,3.5,5601,5375.487670609462,225.51232939053807,Fair
Female,Married,Surabaya,D3,HR,Low,42.0,8.0,40.4,10.5,55.6,0.9,7180,7447.665816288278,-267.6658162882777,Fair
Male,Single,Jakarta,D3,IT,High,33.0,12.0,40.0,6.6,66.1,15.5,9993,10542.996248185664,-549.9962481856637,Underpaid
Male,Single,Jakarta,SMA,Marketing,High,35.0,15.0,48.4,6.7,79.2,10.0,12925,12373.305202789656,551.6947972103444,Overpaid
Female,Married,Jakarta,D3,Sales,Low,23.0,4.0,42.8,12.2,89.4,14.2,6722,6418.812789861936,303.1872101380641,Fair
Female,Married,Surabaya,S1,IT,High,33.0,15.0,42.0,12.6,75.5,7.1,10543,11812.331415896337,-1269.3314158963367,Underpaid
Male,Single,Jakarta,SMA,HR,Low,35.0,10.0,41.2,10.1,62.9,9.5,7920,8413.121141265328,-493.12114126532833,Fair
Male,Married,Jakarta,D3,Finance,High,56.0,10.0,37.6,9.9,66.2,18.1,11790,9527.545838506983,2262.4541614930167,Overpaid
Female,Married,Surabaya,S1,Finance,Low,26.0,7.0,39.9,10.1,66.5,17.8,8161,7176.196133991942,984.8038660080583,Overpaid
Male,Married,Bandung,S1,Finance,Low,47.0,11.0,36.4,9.9,70.9,9.8,8868,8353.476505071141,514.5234949288588,Overpaid
Male,Married,Jakarta,S1,Sales,High,43.0,14.0,39.8,15.2,86.2,11.0,12285,11370.739362506396,914.260637493604,Overpaid
Female,Married,Surabaya,S2,IT,Low,37.0,4.0,28.3,9.0,87.0,12.6,7031,5033.5858073670925,1997.4141926329075,Overpaid
Male,Single,Jakarta,SMA,Finance,Low,49.0,7.0,42.1,5.0,73.3,11.9,8578,7355.505905782214,1222.4940942177864,Overpaid
Female,Married,Jakarta,S1,Sales,Low,38.0,11.0,39.4,12.5,76.8,9.2,7708,8677.785124149717,-969.7851241497174,Underpaid
Male,Single,Bandung,S1,Finance,High,38.0,22.0,38.3,9.2,67.0,8.0,15449,14265.529457636161,1183.4705423638388,Overpaid
Male,Married,Surabaya,S1,Finance,Low,35.0,6.0,41.1,12.8,57.9,15.6,8459,6819.048100699617,1639.951899300383,Overpaid
Female,Married,Bandung,D3,Sales,High,45.0,20.0,32.8,10.8,92.9,3.5,11219,13088.958728702191,-1869.9587287021914,Underpaid
Male,Single,Bandung,SMA,Marketing,High,44.0,20.0,49.6,7.3,51.8,17.4,15902,14228.222209807425,1673.7777901925747,Overpaid
Female,Single,Surabaya,S1,Finance,Low,30.0,10.0,39.5,10.2,56.6,8.6,8745,8278.752656023538,466.2473439764617,Fair
Male,Single,Bandung,D3,Sales,High,24.0,9.0,39.3,9.9,93.0,3.4,9743,9586.47162161188,156.52837838812047,Fair
Male,Married,Jakarta,S1,Finance,Low,33.0,7.0,35.2,9.6,75.2,7.3,6946,6807.992009535716,138.00799046428438,Fair
Male,Single,Surabaya,S1,Marketing,High,29.0,10.0,40.1,9.9,63.7,5.6,9355,9732.218627543642,-377.21862754364156,Fair
Female,Single,Surabaya,S1,Sales,Low,34.0,3.0,46.9,5.2,81.8,7.1,6553,6311.050945398138,241.94905460186237,Fair
Male,Married,Jakarta,S1,Finance,High,45.0,10.0,45.2,7.7,82.7,7.0,10232,10251.035210093298,-19.035210093297792,Fair
Male,Single,Jakarta,S1,HR,High,31.0,10.0,44.3,9.9,61.7,6.8,13374,10182.672972200944,3191.327027799056,Overpaid
Female,Single,Jakarta,D3,Marketing,Low,35.0,7.0,42.7,12.5,69.7,8.5,6874,7347.086285171883,-473.086285171883,Fair
Female,Divorced,Bandung,S1,Finance,Low,35.0,9.0,38.2,6.6,83.8,9.7,8058,7922.160210943038,135.83978905696222,Fair
Male,Married,Bandung,S1,Finance,Low,42.0,1.0,32.7,9.9,66.8,13.8,3768,4264.498672630731,-496.49867263073065,Fair
Female,Single,Bandung,D3,Sales,High,17.0,12.0,39.0,6.0,77.8,9.8,11130,10670.810955463437,459.1890445365625,Fair
Female,Married,Bandung,D3,Finance,High,30.0,11.0,38.8,9.9,89.2,9.8,9866,10212.628877632627,-346.62887763262734,Fair
Male,Married,Bandung,SMA,Marketing,Low,37.0,10.0,45.2,15.2,51.1,10.0,8867,8547.715360369151,319.2846396308487,Fair
Male,Divorced,Bandung,S2,Marketing,Low,45.0,9.0,41.5,9.9,71.6,12.7,7735,7977.209819192332,-242.20981919233236,Fair
Female,Married,Surabaya,SMA,IT,High,31.0,9.0,48.1,5.1,77.6,10.2,9961,10042.01732432419,-81.01732432418976,Fair
Male,Married,Surabaya,S1,Finance,High,20.0,10.0,46.0,9.8,57.1,6.8,10624,10291.630171524754,332.3698284752463,Fair
Female,Married,Surabaya,D3,Finance,High,40.0,10.0,37.7,9.9,69.7,5.4,9525,9589.511867487852,-64.51186748785221,Fair
Male,Single,Surabaya,D3,HR,Low,30.0,12.0,31.0,9.9,85.4,11.1,9047,8416.766401901134,630.2335980988664,Overpaid
Female,Married,Surabaya,SMA,HR,High,30.0,16.0,46.8,9.9,60.2,8.9,11943,12585.925689005922,-642.9256890059223,Underpaid
Male,Divorced,Bandung,S1,HR,High,35.0,13.0,33.2,7.9,86.3,6.5,11256,10506.020275898043,749.9797241019569,Overpaid
Male,Divorced,Surabaya,S1,Finance,High,30.0,11.0,47.5,9.4,79.4,8.7,11238,10919.277860083783,318.7221399162172,Fair
Female,Single,Jakarta,S1,Sales,High,17.0,18.0,40.0,9.9,74.3,7.2,12751,13016.86957874335,-265.86957874334985,Fair
Female,Single,Surabaya,SMA,Sales,High,42.0,12.0,40.8,9.9,74.0,6.7,9202,10677.981791016342,-1475.981791016342,Underpaid
Male,Single,Jakarta,S1,Sales,High,45.0,17.0,48.1,8.4,85.3,2.8,15235,13217.344834935957,2017.655165064043,Overpaid
Female,Single,Jakarta,S1,IT,High,40.0,13.0,46.7,11.3,77.9,8.8,10270,11507.045442478393,-1237.045442478393,Underpaid
Female,Married,Surabaya,S1,Marketing,Low,26.0,1.0,43.3,9.9,81.5,11.2,5132,5113.061478417695,18.93852158230493,Fair
Other,Married,Bandung,D3,IT,High,33.0,17.0,42.4,9.9,68.1,4.6,13082,12582.154939052598,499.8450609474021,Fair
Female,Married,Bandung,S1,Marketing,High,35.0,11.0,43.1,11.3,55.8,9.8,9818,10287.903531849643,-469.9035318496426,Fair
Female,Married,Jakarta,S2,Marketing,High,35.0,10.0,38.0,9.9,81.2,5.3,9581,9583.176717322982,-2.176717322981858,Fair
Male,Married,Jakarta,D3,Finance,High,29.0,8.0,35.5,10.7,72.8,5.2,9482,8728.23801045216,753.7619895478401,Overpaid
Female,Divorced,Bandung,SMA,Sales,Low,36.0,11.0,38.3,9.9,83.9,9.0,8509,8698.961248715814,-189.96124871581378,Fair
Male,Married,Bandung,D3,IT,Low,39.0,7.0,38.2,9.6,71.6,3.3,7173,6932.645917570422,240.35408242957783,Fair
Male,Single,Bandung,D3,IT,High,47.0,16.0,36.8,7.3,74.1,9.3,10244,11772.835091738922,-1528.8350917389216,Underpaid
Female,Single,Bandung,SMA,Finance,High,41.0,9.0,40.0,9.9,92.5,9.8,9614,9582.056454875517,31.943545124482625,Fair
Male,Single,Surabaya,SMA,Marketing,High,41.0,8.0,38.4,9.9,72.1,5.4,9726,8821.290597182882,904.7094028171177,Overpaid
Female,Married,Surabaya,S1,Sales,Low,36.0,5.0,42.5,11.2,71.5,9.8,8759,6613.534180841256,2145.465819158744,Overpaid
Male,Married,Jakarta,S1,HR,Low,38.0,11.0,39.4,9.3,81.9,7.6,9072,8644.548021086013,427.45197891398675,Fair
Male,Married,Surabaya,SMA,Finance,High,28.0,12.0,40.7,9.8,67.9,16.5,10067,10633.478576830046,-566.4785768300462,Underpaid
Female,Married,Surabaya,D3,Sales,Low,46.0,10.0,38.4,9.9,76.5,5.4,6022,8147.355855513806,-2125.355855513806,Underpaid
Female,Single,Surabaya,SMA,HR,Low,41.0,2.0,39.1,10.9,71.8,17.8,3701,5207.492659182899,-1506.492659182899,Underpaid
Female,Married,Bandung,SMA,Finance,High,31.0,13.0,32.1,9.9,70.5,8.3,9412,10340.86995441113,-928.8699544111296,Underpaid
Male,Married,Bandung,S1,IT,High,31.0,17.0,41.8,10.5,73.8,4.3,13587,12570.386184253915,1016.6138157460846,Overpaid
Other,Single,Bandung,S1,Sales,Low,37.0,5.0,43.2,9.9,74.6,7.2,5957,6750.043763008615,-793.0437630086153,Underpaid
Male,Divorced,Bandung,SMA,HR,High,39.0,18.0,42.5,7.9,86.8,10.3,10966,13155.350547396985,-2189.3505473969853,Underpaid
Male,Married,Bandung,D3,IT,Low,37.0,11.0,45.2,11.8,90.2,16.3,8766,9120.272010478198,-354.27201047819835,Fair
Male,Single,Surabaya,D3,Sales,High,37.0,10.0,41.0,9.9,81.5,14.0,9919,9980.545160895772,-61.545160895771915,Fair
Male,Married,Surabaya,S1,Marketing,Low,49.0,8.0,42.4,9.9,87.7,10.3,6521,7613.90371704521,-1092.9037170452102,Underpaid
Female,Single,Bandung,S1,Sales,Low,44.0,3.0,40.8,9.4,83.5,9.8,5106,5818.336865642555,-712.3368656425546,Underpaid
Female,Married,Bandung,S1,Finance,High,37.0,15.0,43.4,9.9,79.9,9.8,11460,12039.540721488702,-579.5407214887018,Underpaid
Female,Married,Surabaya,S1,IT,Low,43.0,6.0,32.1,9.9,89.6,11.2,6469,6092.168730570549,376.8312694294509,Fair
Female,Single,Surabaya,S1,Marketing,Low,27.0,6.0,35.5,9.9,61.9,11.5,6788,6344.442085821378,443.557914178622,Fair
Male,Single,Bandung,SMA,IT,High,38.0,15.0,47.9,9.9,68.2,9.8,12694,12325.354921022876,368.6450789771243,Fair
Female,Single,Jakarta,D3,IT,Low,49.0,1.0,27.7,9.9,66.8,1.9,3121,3801.5762398331944,-680.5762398331944,Underpaid
Male,Married,Bandung,S2,Finance,Low,33.0,2.0,39.3,9.9,72.0,4.9,3985,5237.274999034395,-1252.2749990343946,Underpaid
Female,Single,Surabaya,S1,Sales,High,35.0,10.0,45.9,3.3,81.9,9.8,10488,10383.984080598086,104.01591940191429,Fair
Male,Married,Jakarta,S1,IT,Low,30.0,11.0,39.5,9.9,63.8,15.6,7690,8565.004635508998,-875.004635508998,Underpaid
Male,Single,Bandung,S1,IT,High,26.0,10.0,38.0,9.9,80.0,19.6,10579,9717.336028769354,861.663971230646,Overpaid
Male,Single,Surabaya,D3,Finance,High,29.0,8.0,40.6,10.4,69.1,6.7,9209,9163.822114998726,45.17788500127426,Fair
Female,Single,Surabaya,S1,Finance,High,32.0,23.0,38.2,14.7,71.5,3.5,17660,14667.732139446263,2992.2678605537367,Overpaid
Female,Single,Surabaya,S1,Finance,Low,24.0,9.0,40.2,12.3,77.0,14.1,7761,8072.389876876176,-311.38987687617555,Fair
Female,Single,Bandung,D3,IT,Low,35.0,9.0,36.6,9.9,91.8,23.1,7598,7739.540052467042,-141.5400524670422,Fair
Male,Married,Bandung,S1,Marketing,Low,42.0,6.0,45.5,8.3,67.9,15.5,7608,7089.038217703825,518.9617822961754,Overpaid
Other,Married,Jakarta,S1,Sales,High,28.0,11.0,47.1,9.6,74.2,6.3,10190,10823.968748237123,-633.9687482371228,Underpaid
Male,Divorced,Surabaya,SMA,IT,High,47.0,13.0,39.3,6.9,64.2,24.3,11268,10794.287405433486,473.71259456651387,Fair
Female,Single,Surabaya,D3,HR,High,39.0,16.0,33.1,9.9,67.8,13.4,11829,11516.205022653094,312.7949773469063,Fair
Male,Married,Jakarta,D3,Marketing,Low,43.0,3.0,37.4,7.2,64.1,6.0,4886,5256.949676219576,-370.94967621957585,Fair
Male,Married,Bandung,S1,Marketing,Low,30.0,9.0,39.1,6.1,77.4,19.7,8310,7785.903591065678,524.0964089343224,Overpaid
Female,Married,Surabaya,SMA,Sales,High,35.0,12.0,42.5,14.1,79.3,5.7,11186,10816.962789703493,369.0372102965066,Fair
Female,Single,Jakarta,S1,Marketing,Low,26.0,13.0,35.0,9.9,81.9,6.9,8730,9067.927468998047,-337.9274689980466,Fair
Female,Single,Surabaya,S1,Sales,Low,42.0,10.0,36.2,9.9,67.5,9.8,8382,8007.800663859282,374.1993361407176,Fair
Male,Married,Bandung,D3,Marketing,High,36.0,13.0,42.6,9.9,80.1,9.9,11310,11087.744006863879,222.2559931361211,Fair
Female,Married,Bandung,S2,Sales,Low,39.0,6.0,44.7,11.5,76.1,10.2,6403,7210.707963454333,-807.7079634543334,Underpaid
Male,Married,Jakarta,S2,Finance,High,26.0,18.0,36.9,6.7,74.4,10.2,9148,12645.049406260787,-3497.049406260787,Underpaid
Male,Single,Jakarta,SMA,Finance,High,28.0,15.0,33.3,9.9,62.6,15.6,12280,11229.199980814377,1050.8000191856227,Overpaid
Female,Single,Surabaya,SMA,Marketing,Low,40.0,3.0,56.4,9.9,76.5,1.6,7122,6925.712217106316,196.28778289368438,Fair
Female,Divorced,Bandung,S2,Marketing,Low,27.0,5.0,43.9,9.9,76.8,11.4,5634,6761.442905720243,-1127.4429057202433,Underpaid
Other,Married,Bandung,S2,Sales,Low,39.0,5.0,38.7,9.9,76.0,9.8,7287,6318.794917451599,968.2050825484012,Overpaid
Male,Married,Jakarta,SMA,Sales,High,24.0,13.0,44.3,6.9,79.0,9.8,10726,11392.112758645037,-666.1127586450366,Underpaid
Female,Single,Jakarta,SMA,IT,Low,42.0,4.0,39.4,13.4,81.9,6.2,4903,6001.163757952113,-1098.163757952113,Underpaid
Female,Married,Surabaya,SMA,Finance,Low,25.0,8.0,44.3,15.1,64.0,3.2,8803,7915.449079232299,887.5509207677014,Overpaid
Female,Single,Bandung,S2,IT,High,39.0,12.0,40.8,9.3,72.8,6.0,10131,10622.53962522733,-491.53962522732945,Fair
Male,Single,Surabaya,SMA,IT,Low,40.0,10.0,40.0,9.9,80.2,16.5,8432,8286.716461212945,145.28353878705457,Fair
Female,Married,Surabaya,S1,HR,Low,29.0,11.0,39.4,5.5,72.3,14.2,8674,8619.240047685817,54.759952314183465,Fair
Female,Married,Jakarta,S1,Sales,Low,40.0,5.0,32.8,9.9,84.6,9.0,4750,5878.440115177732,-1128.440115177732,Underpaid
Male,Single,Bandung,SMA,HR,High,37.0,13.0,49.7,11.5,75.9,2.9,12205,11802.9325789417,402.06742105830017,Fair
Female,Married,Jakarta,S1,HR,Low,31.0,7.0,35.3,9.9,55.5,14.1,5781,6727.78063861689,-946.7806386168904,Underpaid
Male,Married,Surabaya,SMA,IT,Low,27.0,8.0,33.2,8.5,83.4,16.5,6522,6973.272374106934,-451.27237410693397,Fair
Female,Divorced,Surabaya,S1,HR,High,19.0,11.0,38.9,9.9,73.8,15.2,9495,10218.870811883455,-723.8708118834547,Underpaid
Other,Single,Bandung,SMA,Finance,High,38.0,11.0,35.2,8.7,57.3,5.2,10478,9794.412861974566,683.5871380254339,Overpaid
Male,Single,Bandung,S1,IT,High,22.0,10.0,39.7,9.2,72.5,5.7,9107,9833.124166921705,-726.1241669217052,Underpaid
Female,Divorced,Bandung,S1,Sales,Low,35.0,6.0,43.4,9.9,62.3,18.3,7932,7142.03148166738,789.9685183326201,Overpaid
Male,Married,Bandung,SMA,Marketing,High,33.0,9.0,45.0,4.1,82.5,4.0,9100,9774.697738668432,-674.6977386684321,Underpaid
Female,Married,Jakarta,SMA,HR,High,40.0,10.0,44.1,9.8,74.6,12.4,10314,10136.909392360341,177.09060763965863,Fair
Female,Single,Jakarta,D3,IT,Low,33.0,3.0,38.5,11.0,65.8,1.1,7285,5510.145038609362,1774.854961390638,Overpaid
Male,Divorced,Jakarta,SMA,Finance,Low,32.0,8.0,40.0,8.3,83.1,9.8,7587,7693.559854614328,-106.55985461432829,Fair
Male,Married,Jakarta,S1,Sales,High,41.0,12.0,42.0,9.9,79.6,12.9,10218,10763.625408373548,-545.6254083735475,Underpaid
Female,Married,Surabaya,S1,HR,Low,38.0,4.0,40.0,9.9,72.6,9.9,5295,5986.509495630347,-691.5094956303474,Underpaid
Female,Divorced,Jakarta,D3,Sales,High,38.0,16.0,42.9,9.9,62.5,12.6,12815,12383.09490268161,431.9050973183894,Fair
Male,Married,Jakarta,S1,Sales,High,39.0,16.0,32.7,10.0,66.6,3.9,11404,11466.793039623155,-62.79303962315498,Fair
Male,Single,Bandung,S1,Marketing,Low,23.0,4.0,50.2,10.4,66.4,5.9,6476,6847.194907076328,-371.1949070763276,Fair
Male,Married,Surabaya,S1,Sales,High,41.0,17.0,38.0,3.7,82.5,12.4,12291,12300.021487355854,-9.021487355854333,Fair
Male,Married,Jakarta,D3,Marketing,High,40.0,9.0,39.1,12.0,58.2,13.5,10839,9182.54931999768,1656.4506800023191,Overpaid
Female,Married,Surabaya,SMA,Marketing,High,27.0,12.0,36.2,9.9,74.5,11.1,9929,10177.484863112175,-248.48486311217493,Fair
Male,Married,Surabaya,SMA,Marketing,Low,33.0,8.0,36.9,15.8,72.5,9.8,5774,7181.157296287098,-1407.1572962870978,Underpaid
Female,Single,Surabaya,S1,HR,High,35.0,15.0,51.4,6.4,85.4,1.7,12242,12711.808160161692,-469.8081601616923,Fair
Male,Married,Surabaya,D3,Sales,High,34.0,12.0,44.7,7.4,77.3,7.7,10484,10968.798337871933,-484.79833787193274,Fair
Male,Married,Bandung,D3,Sales,Low,38.0,6.0,32.3,9.4,80.4,9.8,6085,6201.2279022067705,-116.22790220677052,Fair
Male,Single,Bandung,SMA,Marketing,Low,8.0,4.0,47.5,11.2,69.7,16.4,6684,6710.207407502,-26.207407502000024,Fair
Female,Married,Surabaya,S1,Sales,Low,44.0,3.0,46.0,9.9,62.7,13.2,6383,6073.343040031183,309.6569599688173,Fair
Male,Divorced,Surabaya,SMA,Sales,High,25.0,11.0,38.6,9.9,71.7,9.2,9868,10185.954538228683,-317.9545382286833,Fair
Other,Single,Surabaya,SMA,Marketing,High,40.0,13.0,41.5,11.8,82.8,15.2,10912,11023.033330636488,-111.03333063648824,Fair
Male,Single,Bandung,D3,Finance,High,35.0,13.0,39.9,9.9,82.7,12.1,11443,11065.735943197918,377.26405680208154,Fair
Male,Single,Bandung,SMA,Finance,Low,38.0,9.0,49.9,14.1,70.7,2.4,7991,8806.806722631529,-815.8067226315288,Underpaid
Male,Single,Surabaya,S1,Marketing,Low,44.0,4.0,36.0,8.6,66.4,15.0,5349,5565.361748957562,-216.36174895756176,Fair
Male,Single,Surabaya,D3,HR,Low,51.0,7.0,40.7,9.9,64.4,5.7,8007,7143.498529865943,863.501470134057,Overpaid
Female,Married,Surabaya,D3,Sales,High,43.0,16.0,37.9,11.8,73.6,13.8,12042,11898.391609381028,143.6083906189724,Fair
Female,Single,Surabaya,S1,Sales,Low,37.0,8.0,32.8,14.8,76.4,1.9,6631,7033.370321021145,-402.3703210211452,Fair
Male,Married,Bandung,SMA,Finance,High,43.0,11.0,51.0,11.2,89.7,18.0,10064,11162.45766286461,-1098.45766286461,Underpaid
Female,Single,Jakarta,SMA,Marketing,Low,36.0,5.0,34.1,9.9,76.2,8.6,5067,5900.02574102887,-833.0257410288696,Underpaid
Female,Divorced,Jakarta,S1,HR,High,35.0,12.0,41.1,15.0,81.1,4.5,11087,10776.306419434855,310.69358056514466,Fair
Other,Single,Bandung,D3,Marketing,Low,32.0,8.0,31.3,7.2,67.2,6.6,5278,6766.164977508907,-1488.1649775089072,Underpaid
Male,Married,Bandung,D3,Finance,High,48.0,15.0,38.0,12.8,75.4,9.8,10019,11530.736849389055,-1511.7368493890554,Underpaid
Male,Single,Jakarta,SMA,Finance,High,28.0,14.0,42.1,5.4,76.4,10.0,116300,11615.205335565352,104684.79466443465,Overpaid
Female,Single,Jakarta,D3,Sales,Low,47.0,8.0,35.9,11.3,73.6,16.6,8131,7265.538645957935,865.4613540420651,Overpaid
Male,Single,Jakarta,S1,IT,Low,39.0,9.0,42.9,9.9,74.8,10.4,7209,8150.435077589324,-941.4350775893236,Underpaid
Female,Married,Surabaya,S1,HR,Low,24.0,7.0,38.7,13.7,76.3,0.9,7992,7092.737719773828,899.2622802261722,Overpaid
Female,Single,Jakarta,S1,HR,Low,38.0,3.0,45.8,13.5,79.8,3.9,6261,6205.393368225734,55.606631774266134,Fair
Male,Married,Jakarta,SMA,IT,Low,18.0,6.0,46.8,11.7,86.7,23.8,8197,7421.754328597579,775.2456714024211,Overpaid
Female,Single,Surabaya,SMA,Finance,High,40.0,11.0,37.1,9.9,52.3,10.7,9279,9912.62838502706,-633.6283850270593,Underpaid
Female,Single,Surabaya,S1,Marketing,High,42.0,12.0,40.4,9.9,86.1,9.8,10464,10565.017402824098,-101.0174028240981,Fair
Female,Single,Bandung,S2,HR,High,30.0,11.0,40.9,10.2,57.9,8.5,10052,10284.604832336508,-232.60483233650848,Fair
Female,Married,Surabaya,SMA,IT,Low,36.0,8.0,43.1,9.9,78.1,5.0,8782,7734.149262714307,1047.850737285693,Overpaid
Female,Single,Jakarta,D3,Sales,High,51.0,15.0,40.1,14.3,98.6,7.6,11751,11858.509265820607,-107.50926582060674,Fair
Male,Single,Surabaya,SMA,Sales,Low,31.0,10.0,41.0,14.7,74.6,10.6,9010,8479.454739552912,530.5452604470884,Overpaid
Female,Married,Bandung,SMA,Finance,High,27.0,14.0,38.8,9.9,76.8,7.7,10799,11311.77344776924,-512.7734477692393,Underpaid
Male,Single,Jakarta,D3,HR,Low,47.0,1.0,40.6,9.9,71.9,19.6,4788,4943.585773708675,-155.58577370867533,Fair
Male,Married,Bandung,SMA,Marketing,High,51.0,10.0,46.5,10.2,81.7,6.9,104740,10215.7393611512,94524.2606388488,Overpaid
Male,Single,Bandung,S1,HR,High,35.0,11.0,43.2,9.9,78.6,4.7,11788,10525.384265346882,1262.6157346531181,Overpaid
Female,Married,Bandung,S1,Sales,Low,43.0,3.0,43.5,9.9,68.2,14.0,6379,5925.994038385913,453.005961614087,Fair
Male,Divorced,Surabaya,SMA,HR,High,46.0,9.0,43.6,14.8,73.9,9.8,9239,9736.883875407193,-497.88387540719305,Fair
Female,Single,Surabaya,SMA,Sales,High,29.0,8.0,39.2,9.9,63.8,10.1,9139,9043.846038934766,95.1539610652344,Fair
Female,Single,Bandung,S1,IT,High,31.0,18.0,41.6,16.3,73.8,7.0,13556,13017.295442259205,538.7045577407953,Overpaid
Male,Married,Bandung,SMA,IT,Low,45.0,12.0,40.0,13.5,70.8,0.5,8397,8956.576617731771,-559.576617731771,Underpaid
Male,Married,Bandung,S1,Sales,High,48.0,11.0,46.3,9.9,76.4,16.1,9401,10700.856287827111,-1299.8562878271114,Underpaid
Male,Married,Bandung,D3,Marketing,High,40.0,14.0,26.1,9.9,67.9,14.3,11437,10048.59966413465,1388.40033586535,Overpaid
Male,Married,Surabaya,S1,Marketing,High,28.0,12.0,39.6,9.9,72.9,7.8,9243,10432.407689893755,-1189.4076898937547,Underpaid
Male,Single,Surabaya,D3,HR,High,51.0,8.0,45.7,9.9,75.1,10.3,9141,9486.911647401017,-345.91164740101704,Fair
Male,Married,Bandung,SMA,Sales,High,31.0,15.0,33.2,14.3,75.8,8.9,9829,11216.460920714651,-1387.4609207146514,Underpaid
Female,Married,Surabaya,SMA,Finance,Low,32.0,4.0,42.0,9.9,77.7,18.1,7484,6233.931524780603,1250.0684752193974,Overpaid
